match,minute,crossing_team,crosser,cross_x,cross_y,cross_end_x,cross_end_y,body_part,wide_channel,clearing_team,clearing_player,clr_start_x,clr_start_y,landing_x,landing_y,pred_landing_x,pred_landing_y,actual_distance,predicted_distance,gap
2026-03-08_SD Aucas - CD Cuenca,89,SD Aucas,A. Bolaños,80.1,10.4,88.3,58.7,right_foot,left,CD Cuenca,P. Boolsen,13.0,36.7,23.0,22.0,23.695594234407828,35.31729050733141,17.778920102188437,10.78460113162345,6.994318970564986
2026-04-21_CD Técnico Universitario - CS Emelec,34,CD Técnico Universitario,M. Perea,79.3,93.8,86.2,38.6,left_foot,right,CS Emelec,A. Leguizamón,11.2,47.9,16.9,66.9,24.022983094371387,47.66807753365005,19.836582366930053,12.825080251949002,7.011502114981051
2026-05-16_CSD Macará - CSD Independiente del Valle,71,CSD Independiente del Valle,A. Rodríguez,69.9,20.4,86.7,63.3,right_foot,left,CSD Macará,D. Bolaños,10.3,27.1,28.8,25.6,21.02577129529347,22.930898136942563,18.560711193270585,11.507544491484287,7.053166701786298
2026-05-24_Delfín SC - Barcelona SC,47,Barcelona SC,J. Perlaza,67.7,74.4,92.0,41.5,left_foot,right,Delfín SC,A. Bedoya,6.4,49.7,18.2,61.3,15.665994189142411,48.11316642837096,16.546903033498438,9.40088767602666,7.146015357471779
2026-05-30_Manta FC - Libertad Fútbol Club,38,Manta FC,G. Mina,83.3,97.1,86.4,88.4,left_foot,right,Libertad Fútbol Club,E. Patta,16.5,32.7,34.4,25.2,27.721095436770742,27.791197764430027,19.407730418572903,12.247829284777525,7.159901133795378
2026-04-12_SD Aucas - CS Emelec,26,SD Aucas,P. Guzmán,95.6,18.5,92.8,35.4,right_foot,left,CS Emelec,I. Guerrico,2.7,61.4,25.9,65.7,18.838074126999135,64.31854188401238,23.59512661546871,16.399857415759854,7.195269199708857
2026-03-08_CSD Macará - CD Técnico Universitario,86,CSD Macará,J. Chalá,72.7,6.4,85.6,31.0,right_foot,left,CD Técnico Universitario,Y. Arce,14.9,65.4,34.6,63.2,26.71275959959085,69.79658393082617,19.822462006521796,12.604413497601728,7.218048508920068
2026-03-17_Leones FC - Liga Deportiva Universitaria de Quito,44,Liga Deportiva Universitaria de Quito,L. Quiñónez,94.7,92.6,94.9,55.0,left_foot,right,Leones FC,J. Anangonó,8.5,44.2,24.0,54.6,19.887366672269728,43.05077516925455,18.665744024817226,11.445210240110107,7.2205337847071185
2026-03-07_CSD Independiente del Valle - Mushuc Runa SC,53,Mushuc Runa SC,D. Mina,94.6,76.0,93.9,70.2,left_foot,right,CSD Independiente del Valle,D. Romero,8.7,29.5,0.0,14.0,17.612762367642354,23.86450656792095,17.774701122663075,10.544957052784419,7.229744069878656
2026-05-03_Delfín SC - Mushuc Runa SC,2,Mushuc Runa SC,K. Peralta,82.6,8.4,88.6,57.3,right_foot,left,Delfín SC,E. Rubio,10.8,32.3,29.3,24.2,21.4740340431578,24.93952467491002,20.195544062985775,12.9657857365356,7.229758326450174
2026-04-22_Delfín SC - CSD Independiente del Valle,6,CSD Independiente del Valle,E. Pata,87.3,82.9,89.1,38.2,left_foot,right,Delfín SC,A. Bedoya,7.6,41.3,24.2,25.0,20.544876751539217,31.945328734084782,23.264780248263683,15.971215000928398,7.293565247335286
2026-04-25_CSD Independiente del Valle - Leones FC,26,CSD Independiente del Valle,J. Espinoza,78.5,7.0,91.7,53.8,right_foot,left,Leones FC,N. Monserrat,10.8,53.9,11.6,34.2,23.088097358542218,55.62420593990099,19.716236963477584,12.408473831064079,7.3077631324135055
2026-04-26_Guayaquil City FC - CD Técnico Universitario,15,CD Técnico Universitario,M. Perea,80.4,88.9,90.6,59.9,left_foot,right,Guayaquil City FC,P. Mancilla,10.2,53.6,27.7,63.7,22.957512659491915,55.35418933265605,20.205444810743465,12.877550600634452,7.327894210109013
2026-04-06_Libertad Fútbol Club - Mushuc Runa SC,49,Mushuc Runa SC,J. Hernández,84.5,94.5,89.4,59.4,left_foot,right,Libertad Fútbol Club,C. Gruezo,10.4,33.7,28.6,25.9,21.872198354596673,28.853811210495145,19.801010075246168,12.453789819598416,7.347220255647752
2026-05-09_SD Aucas - CD Universidad Católica del Ecuador,15,SD Aucas,R. Quiñónez,96.6,77.5,91.5,70.5,left_foot,right,CD Universidad Católica del Ecuador,M. Sevillano,14.9,29.4,32.2,20.4,25.85611880111101,24.221860411521707,19.501025614054257,12.118154512211182,7.382871101843074
2026-03-08_CD Universidad Católica del Ecuador - Leones FC,13,CD Universidad Católica del Ecuador,M. Alonso,79.1,10.1,86.3,43.4,right_foot,left,Leones FC,B. Kreiman,14.0,53.9,31.0,66.9,27.474817933098173,57.643567992051686,21.400934559032702,13.985171419802406,7.415763139230297
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,62,Orense SC,S. Vasquez,98.2,7.8,91.2,46.6,right_foot,left,Liga Deportiva Universitaria de Quito,J. Pretell,8.5,53.6,29.3,51.9,21.433942095102307,56.99700892684047,20.869355524308844,13.372603627136089,7.496751897172755
2026-04-18_Orense SC - Delfín SC,74,Orense SC,B. Viñán,73.3,91.5,89.9,59.1,left_foot,right,Delfín SC,E. Cabeza,11.1,42.4,30.9,41.0,23.03340285082604,39.24115290999392,19.849433241279204,12.344408391581304,7.5050248496979
2026-03-15_Guayaquil City FC - Barcelona SC,80,Barcelona SC,M. Parrales,80.1,90.4,90.2,51.7,right_foot,right,Guayaquil City FC,J. Quiñónez,9.4,49.1,22.8,64.3,22.085487716192638,47.75330156742865,20.2632672587616,12.756770565702139,7.5064966930594625
2026-05-10_CS Emelec - Libertad Fútbol Club,49,Libertad Fútbol Club,J. Rodríguez,82.8,90.3,88.2,29.8,left_foot,right,CS Emelec,I. Guerrico,9.3,68.4,28.0,73.2,20.407580243797042,72.34224091836704,19.306216615380652,11.786416008729613,7.519800606651039
2026-02-21_Barcelona SC - CD Técnico Universitario,23,CD Técnico Universitario,J. Majao,83.0,91.7,90.2,68.8,right_foot,right,Barcelona SC,J. Báez,14.3,33.1,6.7,12.7,26.171380455187187,25.238661854479005,21.76970371870045,14.238339487103959,7.5313642315964895
2026-02-28_CS Emelec - Delfín SC,25,Delfín SC,E. Zúñiga,76.2,87.3,90.8,57.4,left_foot,right,CS Emelec,F. León,11.9,48.7,32.1,52.4,24.815819167786927,47.69622014764376,20.53606583550024,12.954765870789348,7.58129996471089
2026-04-12_CD Técnico Universitario - CD Universidad Católica del Ecuador,80,CD Técnico Universitario,M. Perea,69.6,92.0,87.6,42.3,left_foot,right,CD Universidad Católica del Ecuador,Eric Valencia,15.1,59.9,35.6,58.5,26.50094778632858,66.05972448160301,20.547749268472202,12.958542206430865,7.589207062041337
2026-03-19_SD Aucas - CD Técnico Universitario,53,SD Aucas,R. Quiñónez,89.3,94.6,93.1,41.4,left_foot,right,CD Técnico Universitario,Y. Arce,8.0,57.9,25.5,67.9,20.288786780277448,60.37672524760076,20.155644370746376,12.535886425906419,7.619757944839957
2026-05-23_Orense SC - CD Universidad Católica del Ecuador,67,Orense SC,A. Lorenzo,76.9,14.1,86.2,42.1,left_foot,left,CD Universidad Católica del Ecuador,L. Moreno,13.0,63.3,26.0,49.0,23.695594234407828,68.02270942912295,19.325889371514055,11.691865564529248,7.634023806984807
2026-07-05_Delfín SC - CS Emelec,60,CS Emelec,G. Nápoli,90.0,86.0,90.7,56.3,left_foot,right,Delfín SC,A. Bedoya,9.3,44.9,27.4,37.1,21.086106652955728,42.59645673556065,19.709134937891108,12.009105778782661,7.700029159108446
2026-04-17_CS Emelec - Guayaquil City FC,58,CS Emelec,F. Pizzini,89.9,23.6,91.8,56.4,right_foot,left,Guayaquil City FC,J. Ayoví,7.2,31.0,23.1,24.6,14.048053587397362,24.516746223726997,17.13971995103771,9.430186502048834,7.709533448988875
2026-04-10_Delfín SC - Liga Deportiva Universitaria de Quito,23,Liga Deportiva Universitaria de Quito,J. Cuero,82.8,11.6,88.2,49.1,right_foot,left,Delfín SC,A. Bedoya,12.6,55.8,13.0,35.7,23.545792159210578,61.61399254420254,20.103979705520988,12.394066132495764,7.709913573025224
2026-05-24_CD Técnico Universitario - Leones FC,72,Leones FC,M. de la Cruz,91.3,86.7,92.5,56.4,left_foot,right,CD Técnico Universitario,J. Anaya,7.0,41.9,23.3,32.4,16.80106755962928,36.72494724024451,18.866372200293302,11.083415374994766,7.782956825298536
2026-05-10_Manta FC - CSD Macará,69,Manta FC,J. Troya,79.2,95.5,86.3,53.6,right_foot,right,CSD Macará,J. Marrufo,14.8,52.6,34.0,42.5,28.455654410064213,55.21297400195161,21.69446934128604,13.903399961951076,7.7910693793349655
2026-03-06_Delfín SC - Guayaquil City FC,17,Delfín SC,M. Mejía,77.8,81.8,89.3,51.3,right_foot,right,Guayaquil City FC,J. Quiñónez,9.9,44.2,10.9,63.6,21.399387773939733,42.60273117728927,19.425756098540926,11.609788407522263,7.815967691018663
2026-05-17_Leones FC - Mushuc Runa SC,50,Mushuc Runa SC,C. Angulo,82.0,86.2,85.9,60.5,other,right,Leones FC,B. Kreiman,8.0,58.7,18.2,75.1,17.165440678759268,65.59136450954402,19.313207915827956,11.467179585201324,7.846028330626632
2026-05-16_Barcelona SC - SD Aucas,66,SD Aucas,R. Quiñónez,97.8,82.3,85.1,45.4,left_foot,right,Barcelona SC,M. Céliz,11.0,59.7,30.9,63.0,23.040759823745763,62.10505008654739,20.17176244159146,12.278605908324106,7.893156533267355
2026-04-12_Guayaquil City FC - CSD Macará,28,Guayaquil City FC,J. Ayoví,83.8,6.4,87.6,35.5,right_foot,left,CSD Macará,F. Posse,10.9,58.2,14.4,38.5,22.752956085795038,60.449230706569,20.00849819451725,12.06447706049286,7.944021134024391
2026-06-01_CD Técnico Universitario - Barcelona SC,67,Barcelona SC,J. Perlaza,86.0,90.0,94.4,38.2,left_foot,right,CD Técnico Universitario,J. Anaya,11.4,44.9,0.0,61.8,23.67505770253745,42.91685830240573,20.385534086699813,12.43422263727657,7.951311449423244
2026-07-03_CSD Independiente del Valle - Manta FC,82,CSD Independiente del Valle,D. Romero,92.0,17.8,90.7,44.8,left_foot,left,Manta FC,O. Moscarelli,11.4,57.0,31.8,49.6,24.381687341080585,61.35437385728032,21.700691233230337,13.692508094229423,8.008183139000915
2026-04-12_Guayaquil City FC - CSD Macará,54,CSD Macará,T. Chamba,93.4,72.4,95.4,50.0,left_foot,right,Guayaquil City FC,R. Arias,7.3,52.7,20.5,39.1,17.848788356538765,55.41677789108749,18.952572384771415,10.89301693290475,8.059555451866665
2026-04-05_Leones FC - Delfín SC,32,Delfín SC,F. Perinciolo,96.5,93.9,94.2,47.5,left_foot,right,Leones FC,N. Monserrat,11.0,42.2,29.2,32.8,23.027861061312315,39.18287142088827,20.48414020651099,12.400504287049207,8.083635919461782
2026-04-04_CD Universidad Católica del Ecuador - Guayaquil City FC,83,CD Universidad Católica del Ecuador,D. Palacios,76.5,86.0,88.1,59.4,left_foot,right,Guayaquil City FC,J. Quiñónez,11.1,38.5,30.9,43.4,23.177723127293014,36.16957220210777,20.39730374338726,12.300499569559658,8.0968041738276
2026-07-05_CSD Macará - Liga Deportiva Universitaria de Quito,10,CSD Macará,J. Klinger,72.4,93.5,90.3,55.1,right_foot,right,Liga Deportiva Universitaria de Quito,L. Segovia,9.8,49.0,18.4,67.2,21.6947364484437,47.288447128444226,20.12958022413781,12.017244626371964,8.112335597765847
2026-05-16_Barcelona SC - SD Aucas,94,Barcelona SC,J. Mina,76.1,71.4,82.5,57.3,left_foot,right,SD Aucas,R. Quiñónez,12.1,74.7,34.7,71.2,26.644573697378927,77.0206414683357,22.86941188574818,14.72854374549793,8.140868140250248
2026-04-22_CD Cuenca - Orense SC,49,CD Cuenca,A. López,84.6,15.2,90.6,46.2,left_foot,left,Orense SC,S. Vasquez,7.2,64.1,26.2,62.9,16.884535618886147,68.96103852665907,19.037857022259622,10.836047513329678,8.201809508929944
2026-04-12_Guayaquil City FC - CSD Macará,76,CSD Macará,J. Mohor,89.4,85.8,90.2,72.7,right_foot,right,Guayaquil City FC,D. Arroyo,11.9,32.2,30.2,42.4,23.87074962240051,27.81744850585098,20.95065631430194,12.747768593799849,8.202887720502092
2026-02-22_CSD Macará - Leones FC,92,CSD Macará,D. Bolaños,84.8,9.5,92.2,35.4,right_foot,left,Leones FC,M. Caicedo,11.1,58.1,14.8,38.2,23.03340285082604,59.467984825092834,20.24104740372889,12.011556355518103,8.229491048210786
2026-03-06_Delfín SC - Guayaquil City FC,15,Delfín SC,M. Mejía,87.3,84.2,89.8,50.9,right_foot,right,Guayaquil City FC,J. Quiñónez,7.6,42.2,28.8,40.7,19.215364188900196,36.33159380742372,21.25299978826519,13.013641937668822,8.239357850596367
2026-05-18_Guayaquil City FC - Orense SC,2,Guayaquil City FC,J. Ayoví,71.2,4.7,91.5,47.4,right_foot,left,Orense SC,A. Lorenzo,13.1,50.9,0.0,65.1,24.093648578514085,51.94813353922835,19.319679086361653,11.0435000332286,8.276179053133053
2026-05-10_CS Emelec - Libertad Fútbol Club,6,Libertad Fútbol Club,E. Patta,90.3,8.2,93.0,36.1,right_foot,left,CS Emelec,S. Valencia,7.1,61.7,15.6,45.8,16.814196438208043,61.129857210566435,18.02942040111107,9.730913381612075,8.298507019498997
2026-03-15_Guayaquil City FC - Barcelona SC,38,Barcelona SC,L. Cano,70.7,85.0,85.9,48.7,right_foot,right,Guayaquil City FC,J. Quiñónez,9.0,49.3,27.9,39.4,21.839056724910673,47.171460797997646,21.335885264033454,13.014302006636191,8.321583257397263
2026-07-04_Libertad Fútbol Club - Leones FC,53,Leones FC,E. Griffa,79.4,86.0,87.8,49.0,right_foot,right,Libertad Fútbol Club,B. Caicedo,11.1,42.5,24.7,58.1,22.96965005308265,39.14408247473501,20.695893312442447,12.334941216683022,8.360952095759425
2026-04-12_SD Aucas - CS Emelec,51,CS Emelec,I. Guerrico,70.5,86.3,92.7,53.1,left_foot,right,SD Aucas,J. Ontaneda,7.2,48.1,15.3,25.9,17.885727132829317,37.19734561360675,23.631546711969577,15.266061608234939,8.365485103734638
2026-03-21_CD Cuenca - CSD Macará,40,CSD Macará,G. Blanc,78.3,9.5,89.8,31.9,right_foot,left,CD Cuenca,É. Vega,9.2,74.2,26.1,88.1,20.338515781849914,81.79077553109956,21.88195603688116,13.479110022032586,8.402846014848574
2026-03-22_Barcelona SC - CD Universidad Católica del Ecuador,52,Barcelona SC,B. Carabalí,78.1,22.7,88.9,44.6,right_foot,left,CD Universidad Católica del Ecuador,J. Chancellor,8.6,60.6,28.6,70.2,20.321794452223916,67.83934898135865,22.184679398179277,13.777105605100294,8.407573793078983
2026-05-15_Liga Deportiva Universitaria de Quito - CD Técnico Universitario,76,Liga Deportiva Universitaria de Quito,M. Estrada,77.5,86.5,89.0,49.1,right_foot,right,CD Técnico Universitario,M. Castaño,10.8,38.6,30.4,34.9,21.9699669260891,35.74932571088652,19.946177578674064,11.52798790043332,8.418189678240743
2026-02-21_SD Aucas - Mushuc Runa SC,13,SD Aucas,R. Quiñónez,80.2,83.0,90.6,66.9,left_foot,right,Mushuc Runa SC,J. González,8.7,29.1,18.4,13.9,17.078240749949444,24.550817429510968,18.031361568112377,9.533623661743453,8.497737906368924
2026-04-27_SD Aucas - Delfín SC,10,SD Aucas,A. Mena,89.1,91.2,85.9,41.8,left_foot,right,Delfín SC,M. Burdisso,11.6,57.9,30.8,67.0,24.09832445769676,60.276442068035614,21.24735277628722,12.722247881274377,8.525104895012841
2026-05-03_Leones FC - CS Emelec,48,Leones FC,S. Portocarrero,82.5,97.5,87.5,54.2,left_foot,right,CS Emelec,A. Leguizamón,13.8,47.5,34.4,38.3,27.761953781024168,48.543938761956774,22.561028345356956,14.000927166519041,8.560101178837915
2026-06-01_CD Técnico Universitario - Barcelona SC,82,Barcelona SC,L. Cano,86.9,25.8,91.4,51.9,right_foot,left,CD Técnico Universitario,R. Chila,8.6,50.0,22.5,64.4,19.3036802782228,54.07258855692562,20.014244927051337,11.452281390728105,8.561963536323232
2026-05-01_CD Universidad Católica del Ecuador - CSD Independiente del Valle,91,CD Universidad Católica del Ecuador,F. Martínez,66.8,14.9,84.9,55.2,right_foot,left,CSD Independiente del Valle,R. Briones,14.0,54.6,32.3,43.4,26.73554344777645,56.43728021656885,21.455302374937528,12.86738767211111,8.587914702826417
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,92,Orense SC,B. Caicedo,67.2,93.6,81.1,54.0,left_foot,right,Liga Deportiva Universitaria de Quito,K. Minda,19.0,48.1,33.4,36.4,28.944290099966533,48.58833031994596,18.553975315279473,9.95627300216657,8.597702313112903
2026-04-03_Liga Deportiva Universitaria de Quito - Barcelona SC,92,Liga Deportiva Universitaria de Quito,G. Villamíl,81.5,6.0,86.0,54.6,right_foot,left,Barcelona SC,J. Báez,12.7,46.4,28.9,32.7,24.792607655545357,42.89500708598897,21.21626734371529,12.590319107878948,8.625948235836344
2026-04-03_Liga Deportiva Universitaria de Quito - Barcelona SC,94,Liga Deportiva Universitaria de Quito,J. Quintero,80.7,12.5,90.5,53.3,left_foot,left,Barcelona SC,J. Báez,6.3,55.5,7.1,36.3,16.556023367777694,57.95716353534981,19.216659439142905,10.5462632225758,8.670396216567106
2026-02-28_CS Emelec - Delfín SC,71,Delfín SC,F. Perinciolo,73.9,86.2,88.6,56.2,left_foot,right,CS Emelec,F. León,9.1,47.0,21.7,64.9,22.08752222633517,49.31386441340149,21.88995203283918,13.192031765545288,8.697920267293892
2026-05-02_Barcelona SC - Manta FC,79,Barcelona SC,J. Intriago,67.8,26.4,85.9,47.4,right_foot,left,Manta FC,D. Quintero,14.0,50.9,28.3,68.3,27.590604234546387,53.37455829761731,22.522211259110414,13.814049450772096,8.708161808338318
2026-03-13_CD Técnico Universitario - Libertad Fútbol Club,62,Libertad Fútbol Club,J. Guisamano,87.2,87.5,93.6,43.0,right_foot,right,CD Técnico Universitario,J. Anaya,7.7,49.7,27.1,49.1,18.29576809096742,48.27750702340961,19.409276132818558,10.690827269487258,8.7184488633313
2026-05-15_Liga Deportiva Universitaria de Quito - CD Técnico Universitario,88,Liga Deportiva Universitaria de Quito,L. Quiñónez,82.8,92.1,91.3,53.9,left_foot,right,CD Técnico Universitario,A. Copete,7.9,56.0,20.7,74.7,19.53274973022175,63.62104144748621,22.66120032125395,13.906873805074845,8.754326516179106
2026-04-05_Manta FC - CD Técnico Universitario,99,Manta FC,D. Cabezas,68.9,14.1,90.5,40.7,right_foot,left,CD Técnico Universitario,J. Anaya,9.7,51.0,28.1,60.9,21.30429039058459,54.391018512111465,20.894257584322062,12.089605536099867,8.804652048222195
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,40,CSD Independiente del Valle,M. Perelló,90.2,12.0,91.0,57.0,right_foot,left,CD Técnico Universitario,E. Mesa,7.2,43.3,18.6,28.1,16.775752987916526,39.809159701961526,18.999999999999996,10.192203455190718,8.807796544809278
2026-05-22_CSD Independiente del Valle - Libertad Fútbol Club,75,Libertad Fútbol Club,A. García,77.5,91.0,92.2,59.9,other,right,CSD Independiente del Valle,A. Velasco,13.4,50.6,31.3,62.9,26.05342751635828,53.07096218876971,21.718655575334306,12.892435070616507,8.8262205047178
2026-03-18_CSD Macará - Delfín SC,18,CSD Macará,G. Blanc,92.3,10.3,91.9,48.5,right_foot,left,Delfín SC,A. Bedoya,10.7,63.6,8.7,84.7,21.6895201610581,69.11102471906642,21.194574777522668,12.293939434715934,8.900635342806734
2026-03-18_Manta FC - Guayaquil City FC,63,Manta FC,M. Valencia,84.9,5.8,91.9,35.4,right_foot,left,Guayaquil City FC,R. Arias,8.1,57.9,0.0,77.0,19.68367820252364,60.37672524760076,20.746565980903927,11.845495711523615,8.901070269380313
2026-05-02_Liga Deportiva Universitaria de Quito - Guayaquil City FC,67,Liga Deportiva Universitaria de Quito,G. Villamíl,88.8,76.0,91.3,50.4,other,right,Guayaquil City FC,Y. Rodríguez,11.9,41.0,31.3,50.4,24.1387191145439,37.848983860194366,21.557365330670628,12.63784587174641,8.919519458924217
2026-04-05_Manta FC - CD Técnico Universitario,64,Manta FC,O. Moscarelli,86.3,6.2,92.9,34.8,right_foot,left,CD Técnico Universitario,Y. Arce,7.5,51.6,30.0,55.4,21.245819755646018,53.15844433288892,22.818632737304835,13.83388266154596,8.984750075758875
2026-03-18_CSD Macará - Delfín SC,66,CSD Macará,T. Chamba,88.0,94.6,92.3,53.0,left_foot,right,Delfín SC,M. Burdisso,2.7,53.2,28.5,40.5,22.34777450810729,54.99419533819551,28.7563905940923,19.729525590673312,9.026865003418987
2026-05-31_Guayaquil City FC - CSD Independiente del Valle,35,CSD Independiente del Valle,E. Pata,77.2,76.4,89.4,49.9,right_foot,right,Guayaquil City FC,R. Arias,9.0,53.9,18.7,73.6,21.839056724910673,55.130544301492954,21.958597405116745,12.897891954246274,9.06070545087047
2026-03-19_CS Emelec - CSD Independiente del Valle,6,CSD Independiente del Valle,G. Cortéz,62.8,91.2,81.5,43.8,left_foot,right,CS Emelec,I. Guerrico,17.9,56.2,28.3,39.5,28.41308732622718,57.422224811214015,19.673586353280893,10.58389524787664,9.089691105404253
2026-04-17_CS Emelec - Guayaquil City FC,21,CS Emelec,I. Guerrico,72.3,93.5,88.6,42.5,left_foot,right,Guayaquil City FC,P. Mancilla,11.9,64.6,33.4,65.4,23.700040173989525,68.46730332215695,21.514878572745886,12.41760778464729,9.097270788098596
2026-05-09_CSD Independiente del Valle - Barcelona SC,65,CSD Independiente del Valle,A. Rodríguez,75.8,21.8,89.6,55.1,left_foot,left,Barcelona SC,J. Báez,13.2,53.3,30.9,41.9,24.792607655545357,50.4176035626365,21.0535032714273,11.945574974756745,9.107928296670554
2026-03-23_Guayaquil City FC - Leones FC,36,Leones FC,S. Portocarrero,72.1,93.0,85.3,55.1,left_foot,right,Guayaquil City FC,Y. Rodríguez,13.0,31.9,33.5,32.7,23.72094754720326,28.023990242693873,20.515603817582363,11.400095085069065,9.115508732513298
